Carimbo de data/hora,1 - Qual sua idade?,2 - Qual o seu meio principal de informação?,3 - Como está sua rotina? ,4 - Tem usado quais utensílios de prevenção indicados contra o coronavírus?,5 - É a favor do isolamento social para contenção do vírus ? ,6 - Como você está se sentindo neste momento de pandemia?,7 - Qual(is) sua(s) ocupação(ões)?,8 - É/São em um serviço considerado essencial?,9 - Qual sua renda mensal per capita antes da pandemia do Coronavírus?,10 - Você teve a redução desta renda durante a pandemia?
2020/04/28 1:55:13 AM GMT-3,20,"Redes sociais, amigos, familiares, grupos de whats.",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante,Sim,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 2:00:28 AM GMT-3,30,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;CLT,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/28 2:21:33 AM GMT-3,21,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante;CLT,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/28 2:33:04 AM GMT-3,27,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante;CLT,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/28 2:47:03 AM GMT-3,27,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante;Autônomo,Não,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/28 3:02:03 AM GMT-3,50,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante;Autônomo,Sim,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 3:04:01 AM GMT-3,23,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso,Estudante;Desempregado,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/28 3:17:48 AM GMT-3,20,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Estudante;Autônomo,Sim,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/28 3:18:57 AM GMT-3,21,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/28 3:23:41 AM GMT-3,32,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,CLT,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 3:37:43 AM GMT-3,20,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 3:41:12 AM GMT-3,33,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,"Sabão;Nenhum, não tive acesso",Sim,Ansioso,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/28 3:42:11 AM GMT-3,28,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 3:48:52 AM GMT-3,26,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Luvas;Sabão,Não,Normal,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 5:14:46 AM GMT-3,19,"TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel,Sim,Normal,Estudante;Militar,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 5:47:30 AM GMT-3,35,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Desempregado,Não se aplica,"Até R$ 522,50;","Sim, muito (mais da metade)"
2020/04/28 6:25:22 AM GMT-3,29,"TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Normal;Ansioso;Preocupado,Estudante;Estagiária,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 6:52:08 AM GMT-3,19,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Desempregado,Não se aplica,"Até R$ 522,50;",Não
2020/04/28 6:55:47 AM GMT-3,24,"TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante;Estagiário,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 7:05:44 AM GMT-3,23,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel,Sim,Ansioso,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 7:22:28 AM GMT-3,24,"Redes sociais, amigos, familiares, grupos de whats.",Saindo para outras atividades,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/28 7:25:10 AM GMT-3,26,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 7:38:04 AM GMT-3,21,Trabalho/estudo na área da saúde,"Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Sim,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/28 7:47:41 AM GMT-3,29,"TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Empresario,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 7:50:50 AM GMT-3,18,"TV, sites oficiais de notícia, rádios",Em isolamento total,Sabão,Sim,Ansioso,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 7:52:54 AM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 7:55:25 AM GMT-3,29,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/28 8:00:42 AM GMT-3,18,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Ansioso,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/28 8:00:45 AM GMT-3,23,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante,Não,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/28 8:05:30 AM GMT-3,22,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Preocupado,Estudante;Estagiário,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 8:07:14 AM GMT-3,58,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Álcool em gel;Sabão,Sim,Preocupado,Estudante;Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/28 8:09:44 AM GMT-3,19,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante;Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 8:14:21 AM GMT-3,31,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 8:25:23 AM GMT-3,23,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante,Não,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/28 8:30:17 AM GMT-3,36,Trabalho/estudo na área da saúde,"Normal, saindo para estudo/trabalho presencial",Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,CLT,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 8:33:26 AM GMT-3,23,"Redes sociais, amigos, familiares, grupos de whats.",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso,Estudante,Não,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/28 8:34:15 AM GMT-3,23,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante,Não,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/28 8:38:45 AM GMT-3,26,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante,Não,"Acima de R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/28 8:44:24 AM GMT-3,39 anos,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Preocupado,Estudante;Desempregado,Sim,"Acima de R$ 3135,00;",Não
2020/04/28 8:45:38 AM GMT-3,28,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante;CLT,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 8:46:26 AM GMT-3,39,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Normal,Servidor/funcionário público,Sim,"Acima de R$ 3135,00;",Não
2020/04/28 8:59:12 AM GMT-3,22,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Máscaras;Álcool em gel;Sabão,Não,Normal,Estudante,Não,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/28 9:08:03 AM GMT-3,24,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;estagiário,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 9:11:38 AM GMT-3,22,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/28 9:14:51 AM GMT-3,20,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/28 9:17:27 AM GMT-3,36,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso,Estudante;Desempregado,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/28 9:18:40 AM GMT-3,23,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;CLT,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 9:26:11 AM GMT-3,26,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal;Ansioso;Preocupado,Estudante,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 9:26:40 AM GMT-3,50,Trabalho/estudo na área da saúde,"Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Sim,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 9:26:53 AM GMT-3,22,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Normal;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/28 9:27:07 AM GMT-3,19,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso;Depressivo,Estudante,Não,"Até R$ 522,50;","Sim, muito (mais da metade)"
2020/04/28 9:27:15 AM GMT-3,38,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso,Estudante;CLT,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/28 9:28:42 AM GMT-3,20,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Sabão,Sim,Ansioso;Preocupado,Estudante,Não,"Até R$ 522,50;","Sim, muito (mais da metade)"
2020/04/28 9:28:56 AM GMT-3,22,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
